NAME,MLST ST (Klebsiella pneumoniae (Pasteur)),MLST PROFILE (Klebsiella pneumoniae (Pasteur)),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus,Predicted capsule (K locus) type,O locus,Predicted O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
SAMEA9800448,39,2_1_2_4_9_1_14,34738,0_0_107_0_20_0_0_0_0_0,39,39,Col440I; ColRNAI; IncC; IncFIB(pQil); IncFII(K); IncX3; repB_KLEB,KL23,K23,OL2α.2,"O1αβ,2β",3,iuc 1 (78-1LV),,0,0,-,rmpA2_8*
SAMEA112785778,39,2_1_2_4_9_1_14,25852,0_0_107_0_0_0_0_9_0_0,39,39,ColRNAI; IncC; IncHI1B(pNDM-MAR),KL23,K23,OL2α.2,O2α,4,iuc 1 (95),,0,ybt 14; ICEKp5 (151),-,-
SAMEA12561089,39,2_1_2_4_9_1_14,43650,0_0_107_0_1_22_0_0_0_0,39,39,Col440I; IncFIB(K); IncL,KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA10634097,39,2_1_2_4_9_1_14,40176,0_0_107_0_4_0_1_0_1_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA12109394,39,2_1_2_4_9_1_14,43643,0_0_107_1_0_0_4_0_2_0,39,10192,IncFIA(pBK30683),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 10; ICEKp4 (78),-,-
SAMEA12109363,39,2_1_2_4_9_1_14,43636,0_0_107_0_1_3_0_1_0_0,39,39,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (595),-,-
SAMEA9800454,39,2_1_2_4_9_1_14,34738,0_0_107_0_20_0_0_0_0_0,39,39,Col440I; ColRNAI; IncC; IncFIB(pQil); IncFII(K); IncX3; repB_KLEB,KL23,K23,OL2α.2,"O1αβ,2β",3,iuc 1 (78-1LV),,0,0,-,rmpA2_8*
SAMEA111380222,39,2_1_2_4_9_1_14,40606,0_0_107_0_4_0_15_0_0_0,39,39,IncFIA(pBK30683); IncFIB(K); IncFIB(pQil); IncFII(K); IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMN23768769,39,2_1_2_4_9_1_14,44638,0_0_107_1_0_0_0_0_9_0,39,10192,IncFIB(K)(pCAV1099-114),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
SAMN23768770,39,2_1_2_4_9_1_14,44638,0_0_107_1_0_0_0_0_9_0,39,10192,IncFIB(K)(pCAV1099-114),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
SAMN23768905,39,2_1_2_4_9_1_14,44663,0_0_107_1_0_0_0_0_8_0,39,10192,IncFIB(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
SAMN31807523,39,2_1_2_4_9_1_14,25852,0_0_107_0_0_0_0_9_0_0,39,39,ColRNAI; IncFIB(pQil); IncFII(K); IncHI1B(pNDM-MAR),KL23,K23,OL2α.2,"O1αβ,2α",4,iuc 1 (95),,0,ybt 14; ICEKp5 (151),-,-
SAMN23768724,39,2_1_2_4_9_1_14,44605,0_0_107_0_4_0_1_0_3_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMN23768626,39,2_1_2_4_9_1_14,44609,0_0_107_1_0_0_0_3_0_0,39,10192,Col440I; IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
SAMN31262949,39,2_1_2_4_9_1_14,1793,0_0_107_0_0_0_0_0_0_0,39,39,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMN23768907,39,2_1_2_4_9_1_14,44663,0_0_107_1_0_0_0_0_8_0,39,10192,IncFIB(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
SAMN27568258,39,2_1_2_4_9_1_14,45335,0_0_107_1_0_0_4_7_0_0,39,10192,Col440I; IncFIB(K); IncFII(K); repB(R1701),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 13; ICEKp2 (299-2LV),-,-
SAMN23768619,39,2_1_2_4_9_1_14,44605,0_0_107_0_4_0_1_0_3_0,39,39,IncFIB(K)--IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMN27568259,39,2_1_2_4_9_1_14,45336,0_0_107_1_0_0_4_6_0_0,39,10192,Col440I; IncFIB(K); IncFII(K); repB(R1701),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 13; ICEKp2 (299-2LV),-,-
SAMEA114110988,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245665,39,2_1_2_4_9_1_14,43366,0_0_107_0_0_1_0_0_0_0,39,39,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111030,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111203,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA10303295,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA114111101,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114245682,39,2_1_2_4_9_1_14,43372,0_0_107_0_0_0_0_6_4_0,39,39,ColRNAI; IncFIB(K); IncFII; IncFII(K); IncI1-I(Alpha),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111264,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110976,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110979,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111260,39,2_1_2_4_9_1_14,43175,0_0_107_0_4_0_1_3_15_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-2LV),-,-
SAMEA114111132,39,2_1_2_4_9_1_14,43152,0_0_107_0_4_0_1_3_14_0,39,39,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111194,39,2_1_2_4_9_1_14,43109,0_0_107_1_0_0_4_5_0_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K); IncFII(pKP91)--repB(R1701),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114245597,39,2_1_2_4_9_1_14,43313,0_0_107_0_0_0_0_2_4_0,39,39,ColRNAI; IncFIA(pBK30683); IncFIB(pQil); IncFIC(FII); IncFII(K); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151-1LV),-,-
SAMEA114111171,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111088,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111253,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pBK30683),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA10417054,39,2_1_2_4_9_1_14,40167,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K); IncFII(K); IncFII(K)--IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111290,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pBK30683),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111117,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110995,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111168,39,2_1_2_4_9_1_14,43158,0_0_107_0_4_0_1_3_9_0,39,39,IncFIB(K); IncFIB(pQil),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114245703,39,2_1_2_4_9_1_14,43387,0_0_107_0_0_0_0_17_1_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K); IncN; p0111,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111138,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111205,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111038,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245690,39,2_1_2_4_9_1_14,43379,0_0_107_0_0_0_0_16_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K); p0111,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114240971,39,2_1_2_4_9_1_14,43297,0_0_107_0_0_0_0_26_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111177,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114245730,39,2_1_2_4_9_1_14,6522,0_0_107_0_0_0_0_2_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMN29188293,39,2_1_2_4_9_1_14,46112,0_0_107_0_24_0_0_0_0_0,39,39,Col(pHAD28); Col440I; ColpVC; IncFIB(K); IncFII(K); IncM2; repB(R1701),KL47,K47,OL2α.1,"O1αβ,2α",0,0,,0,0,-,-
SAMEA114111031,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111105,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111033,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110993,39,2_1_2_4_9_1_14,43129,0_0_107_0_4_0_1_3_6_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110971,39,2_1_2_4_9_1_14,43126,0_0_107_0_4_0_1_3_2_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245629,39,2_1_2_4_9_1_14,43338,0_0_107_0_0_0_0_15_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMD00397290,39,2_1_2_4_9_1_14,38430,0_0_107_0_1_7_0_3_0_0,39,39,Col440II; IncFIA(HI1); IncFIB(K); IncFII; IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (280-3LV),-,-
SAMEA114110915,39,2_1_2_4_9_1_14,43103,0_0_107_0_4_0_1_3_3_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111158,39,2_1_2_4_9_1_14,43156,0_0_107_0_4_0_1_11_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934750,39,2_1_2_4_9_1_14,42732,0_0_107_0_0_0_0_6_3_0,39,39,ColRNAI; IncC; IncFIA(pBK30683); IncFIB(pQil); IncFII(K); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111099,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA111267181,39,2_1_2_4_9_1_14,40587,0_0_107_0_2_1_0_1_0_0,39,39,IncFIB(K)(pCAV1099-114); IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111144,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (truncated) (294-2LV),-,-
SAMEA114111057,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245645,39,2_1_2_4_9_1_14,43347,0_0_107_0_0_0_0_2_5_0,39,39,ColRNAI; IncC; IncFIB(AP001918); IncFIB(pKPHS1); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114110990,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111130,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114245646,39,2_1_2_4_9_1_14,43351,0_0_107_0_0_0_0_22_0_0,39,39,ColRNAI; IncC; IncFIB(AP001918); IncFIB(pKPHS1); IncFIB(pQil); IncFIC(FII); IncFII(K); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111035,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pBK30683),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111071,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pBK30683),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110997,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111196,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111219,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114245700,39,2_1_2_4_9_1_14,43379,0_0_107_0_0_0_0_16_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K); p0111,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111034,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110992,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245711,39,2_1_2_4_9_1_14,6586,0_0_107_0_0_0_0_2_1_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA113934802,39,2_1_2_4_9_1_14,42757,0_0_107_0_0_0_0_25_0_0,39,39,ColRNAI; IncC; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114110926,39,2_1_2_4_9_1_14,43109,0_0_107_1_0_0_4_5_0_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111068,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934714,39,2_1_2_4_9_1_14,42713,0_0_107_0_0_0_0_23_0_0,39,39,ColRNAI; IncC; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114245612,39,2_1_2_4_9_1_14,43325,0_0_107_0_0_0_0_24_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151-1LV),-,-
SAMEA114111252,39,2_1_2_4_9_1_14,43174,0_0_107_0_4_0_1_3_13_0,39,39,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934707,39,2_1_2_4_9_1_14,42710,0_0_107_0_0_0_0_0_21_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMD00397259,39,2_1_2_4_9_1_14,38399,0_0_107_0_1_7_5_0_0_0,39,39,IncFIB(K); IncFII,KL23,K23,OL2α.2,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (280-2LV),-,-
SAMEA114111076,39,2_1_2_4_9_1_14,43141,0_0_107_0_4_0_1_12_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245659,39,2_1_2_4_9_1_14,43362,0_0_107_0_0_0_0_0_19_0,39,39,ColRNAI; IncFIA--IncFIB(AP001918); IncFIB(pQil); IncFII(K); IncFII(pRSB107),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151-1LV),-,-
SAMEA114111218,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA10634091,39,2_1_2_4_9_1_14,40175,0_0_107_0_4_0_1_0_2_0,39,39,IncFIB(K)(pCAV1099-114),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111214,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934700,39,2_1_2_4_9_1_14,42699,0_0_107_0_0_0_0_6_1_0,39,39,IncFIB(pQil); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (truncated) (151-2LV),-,-
SAMEA114111208,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111239,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111263,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111189,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111174,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111184,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934692,39,2_1_2_4_9_1_14,6920,0_0_107_0_0_0_0_0_3_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111049,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA10303305,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA10303306,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA10302806,39,2_1_2_4_9_1_14,40028,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K)--IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
